"DT_GERACAO";"HH_GERACAO";"AA_ELEICAO";"CD_TIPO_ELEICAO";"NM_TIPO_ELEICAO";"CD_ELEICAO";"DS_ELEICAO";"DT_ELEICAO";"ST_TURNO";"TP_PRESTACAO_CONTAS";"DT_PRESTACAO_CONTAS";"SQ_PRESTADOR_CONTAS";"SG_UF";"DS_TIPO_DOCUMENTO";"NR_DOCUMENTO";"CD_FONTE_DESPESA";"DS_FONTE_DESPESA";"CD_ORIGEM_DESPESA";"DS_ORIGEM_DESPESA";"CD_NATUREZA_DESPESA";"DS_NATUREZA_DESPESA";"CD_ESPECIE_RECURSO";"DS_ESPECIE_RECURSO";"SQ_DESPESA";"SQ_PARCELAMENTO_DESPESA";"DT_PAGTO_DESPESA";"DS_DESPESA";"VR_PAGTO_DESPESA"
"28/08/2026";"23:00:17";2024;2;"Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"1";"Final";"22/11/2024";5259798168;"ES";"Nota Fiscal";"1240921831433";1;"Outros Recursos";20110000;"Publicidade por adesivos";1;"Financeiro";19;"PIX";70651126;53056105;"16/09/2024";"CONFECÇÃO DE 300 PRAGUINHAS";"160,00"
"28/08/2026";"23:00:17";2024;2;"Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"1";"Final";"02/10/2025";5262590433;"ES";"Nota Fiscal";"2";1;"Outros Recursos";20140000;"Publicidade por materiais impressos";1;"Financeiro";0;"Cheque";72934193;55459424;"24/08/2024";"5000 PANFLETOS DUAS FACES 10CM X 07 CM";"475,00"
"28/08/2026";"23:00:17";2024;2;"Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"1";"Final";"31/10/2024";5256706313;"ES";"Cupom Fiscal";"1241024486418";2;"Fundo Especial de Financiamento de Campanha";20100000;"Combustíveis e lubrificantes";1;"Financeiro";19;"PIX";64742809;47454974;"01/10/2024";"GASOLINA COMUM";"79,95"
"28/08/2026";"23:00:17";2024;2;"Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"1";"Final";"16/10/2024";5262590008;"ES";"Nota Fiscal";"1240923560333";2;"Fundo Especial de Financiamento de Campanha";20100000;"Combustíveis e lubrificantes";1;"Financeiro";19;"PIX";62154528;45089833;"27/09/2024";"GASOLINA COMUN";"156,20"
"28/08/2026";"23:00:17";2024;2;"Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"1";"Final";"20/11/2024";5262590438;"ES";"Nota Fiscal";"1241024686464";1;"Outros Recursos";20100000;"Combustíveis e lubrificantes";1;"Financeiro";19;"PIX";70531814;52944802;"02/10/2024";"GASOLINA COMUN";"61,00"
"28/08/2026";"23:00:17";2024;2;"Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"1";"Final";"16/10/2024";5262590008;"ES";"Nota Fiscal";"1240920659124";2;"Fundo Especial de Financiamento de Campanha";20110000;"Publicidade por adesivos";1;"Financeiro";19;"PIX";62154531;45089832;"09/09/2024";"10 BOLAS VINIL 30X30CM | 10 VINIL 30X15CM";"190,80"
"28/08/2026";"23:00:17";2024;2;"Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"1";"Final";"29/10/2024";5256706336;"ES";"Outro";"1240923647857";2;"Fundo Especial de Financiamento de Campanha";20010000;"Despesas com pessoal";1;"Financeiro";19;"PIX";64177469;46928527;"27/09/2024";"SERVIÇO DE PANFLETAGEM PARA DIVULGAÇAO DE CAMPANHA";"350,00"
"28/08/2026";"23:00:17";2024;2;"Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"1";"Final";"22/10/2024";5256706345;"ES";"Nota Fiscal";"001";1;"Outros Recursos";20270000;"Diversas a especificar";1;"Financeiro";0;"Cheque";63004589;45840853;"04/10/2024";"CARTOES DE VISITA SEM VERNIZ";"570,00"
"28/08/2026";"23:00:17";2024;2;"Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"1";"Final";"01/10/2025";5259798274;"ES";"Nota Fiscal";"1240921817905";1;"Outros Recursos";20140000;"Publicidade por materiais impressos";1;"Financeiro";19;"PIX";73009547;55454593;"16/09/2024";"05 BANDEIRAS 1,50X0,90CM | CONFECÇÃO 10 BANDEIRAS 100X0,60CM";"705,00"
"28/08/2026";"23:00:17";2024;2;"Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"1";"Final";"20/11/2024";5259798225;"ES";"Nota Fiscal";"1240923031310";1;"Outros Recursos";20140000;"Publicidade por materiais impressos";1;"Financeiro";19;"PIX";70526607;52940706;"24/09/2024";"CONFECÇÃO DE 10 BANDEIRAS EM PANO FORMATO 100CM X";"270,00"
"28/08/2026";"23:00:17";2024;2;"Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"1";"Final";"02/10/2025";5262590437;"ES";"Nota Fiscal";"1241024792181";1;"Outros Recursos";20140000;"Publicidade por materiais impressos";1;"Financeiro";19;"PIX";73009657;55454736;"03/10/2024";"CONFECÇÃO 02 BANNERS";"85,00"
"28/08/2026";"23:00:17";2024;2;"Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"1";"Final";"29/11/2024";5277252365;"ES";"Nota Fiscal";"1240919520545";2;"Fundo Especial de Financiamento de Campanha";20310000;"Produção de jingles, vinhetas e slogans";1;"Financeiro";19;"PIX";70911630;53306153;"03/09/2024";"PRODUÇÃO DE JENGLE";"2000,00"
"28/08/2026";"23:00:17";2024;2;"Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"1";"Final";"22/10/2024";5256706345;"ES";"Nota Fiscal";"03";1;"Outros Recursos";20100000;"Combustíveis e lubrificantes";1;"Financeiro";0;"Cheque";63004587;45840855;"04/10/2024";"GASOLINA COMUM";"100,06"
"28/08/2026";"23:00:17";2024;2;"Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"1";"Final";"14/10/2024";5262590004;"ES";"Cupom Fiscal";"1240924230883";2;"Fundo Especial de Financiamento de Campanha";20100000;"Combustíveis e lubrificantes";1;"Financeiro";19;"PIX";61783495;44775010;"30/09/2024";"GASOLINA";"234,90"
"28/08/2026";"23:00:17";2024;2;"Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"1";"Final";"29/11/2024";5277252365;"ES";"Nota Fiscal";"032605069";2;"Fundo Especial de Financiamento de Campanha";20420000;"Despesa com Impulsionamento de Conteúdos";1;"Financeiro";1;"Transferência eletrônica";70911619;53306218;"11/09/2024";"IMPULSIONAMENTO REFERENTE A SETEMBRO";"2000,00"
"28/08/2026";"23:00:17";2024;2;"Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"1";"Final";"29/11/2024";5277252365;"ES";"Nota Fiscal";"032663268";2;"Fundo Especial de Financiamento de Campanha";20420000;"Despesa com Impulsionamento de Conteúdos";1;"Financeiro";1;"Transferência eletrônica";70911619;53306219;"13/09/2024";"IMPULSIONAMENTO REFERENTE A SETEMBRO";"1358,42"
"28/08/2026";"23:00:17";2024;2;"Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"1";"Final";"29/11/2024";5277252365;"ES";"Nota Fiscal";"031702448";1;"Outros Recursos";20420000;"Despesa com Impulsionamento de Conteúdos";1;"Financeiro";1;"Transferência eletrônica";70911619;53306217;"22/08/2024";"IMPULSIONAMENTO REFERENTE A SETEMBRO";"785,08"
"28/08/2026";"23:00:17";2024;2;"Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"1";"Final";"20/11/2024";5262590098;"ES";"Nota Fiscal";"1241024797347";2;"Fundo Especial de Financiamento de Campanha";20140000;"Publicidade por materiais impressos";1;"Financeiro";19;"PIX";70531331;52944388;"03/10/2024";"SANTINHOS";"225,00"
"28/08/2026";"23:00:17";2024;2;"Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"1";"Final";"20/11/2024";5262590438;"ES";"Nota Fiscal";"1240920834283";1;"Outros Recursos";20110000;"Publicidade por adesivos";1;"Financeiro";19;"PIX";70531813;52944801;"10/09/2024";"SERVIÇO DE CONFECÇÃO DE ADESIVOS";"202,00"
"28/08/2026";"23:00:17";2024;2;"Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"1";"Final";"29/11/2024";5277252365;"ES";"Nota Fiscal";"1240818252019";2;"Fundo Especial de Financiamento de Campanha";20110000;"Publicidade por adesivos";1;"Financeiro";19;"PIX";70911616;53306206;"29/08/2024";"50 ADESIVOS 30X30 | 580 PRAGUINHAS 7X7  | 600 PRAGUINHAS 0,85X0,85 | ADESIVOS 15X15 MOTOS | CONFEC ADESIVOS P/ COMITE DE FAXADA";"1663,00"
"28/08/2026";"23:00:17";2024;2;"Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"1";"Final";"15/10/2024";5262590006;"ES";"Outro";"1241024876353";2;"Fundo Especial de Financiamento de Campanha";20010000;"Despesas com pessoal";1;"Financeiro";19;"PIX";61957260;44924898;"03/10/2024";"CONTRATO CABO ELEITORAL";"500,00"
"28/08/2026";"23:00:17";2024;2;"Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"1";"Final";"04/11/2024";5286822108;"ES";"Outro";"1240923552198";2;"Fundo Especial de Financiamento de Campanha";20800000;"Atividades de militância e mobilização de rua";1;"Financeiro";19;"PIX";65882374;48515599;"27/09/2024";"SERVIÇOS DE MILITANCIA 08 HORAS DIÁRIAS";"1000,00"
"28/08/2026";"23:00:17";2024;2;"Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"1";"Final";"03/11/2024";5256706502;"ES";"Nota Fiscal";"1240921938536";2;"Fundo Especial de Financiamento de Campanha";20110000;"Publicidade por adesivos";1;"Financeiro";19;"PIX";65692956;48337897;"17/09/2024";"ADESIVO DE 3M X 1,5M";"270,00"
"28/08/2026";"23:00:17";2024;2;"Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"1";"Final";"29/11/2024";5277252365;"ES";"Outro";"1240818466940";2;"Fundo Especial de Financiamento de Campanha";20010000;"Despesas com pessoal";1;"Financeiro";19;"PIX";70911638;53306190;"30/08/2024";"SERVIÇO DE MOTORISTA";"1250,00"
"28/08/2026";"23:00:17";2024;2;"Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"1";"Final";"29/11/2024";5277252365;"ES";"Outro";"1241024432113";2;"Fundo Especial de Financiamento de Campanha";20010000;"Despesas com pessoal";1;"Financeiro";19;"PIX";70911638;53306191;"02/10/2024";"SERVIÇO DE MOTORISTA";"1250,00"
"28/08/2026";"23:00:17";2024;2;"Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"1";"Final";"29/11/2024";5277252365;"ES";"#NULO";"1240919779967";2;"Fundo Especial de Financiamento de Campanha";20240000;"Doações financeiras a outros candidatos/partidos";1;"Financeiro";19;"PIX";70911631;53306156;"05/09/2024";"#NULO";"1000,00"
"28/08/2026";"23:00:17";2024;2;"Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"1";"Final";"03/11/2024";5256706502;"ES";"Outro";"1241024905301";2;"Fundo Especial de Financiamento de Campanha";20010000;"Despesas com pessoal";1;"Financeiro";19;"PIX";65692940;48337882;"04/10/2024";"SERVIÇOS PRESTADOS DE PANFLETAGEM";"1412,00"
"28/08/2026";"23:00:17";2024;2;"Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"1";"Final";"04/11/2024";5286822108;"ES";"Outro";"1241024932085";2;"Fundo Especial de Financiamento de Campanha";20010000;"Despesas com pessoal";1;"Financeiro";19;"PIX";65882424;48515606;"02/10/2024";"SERVIÇOS DE MOTORISTA 08 HORAS DIÁRIAS";"2500,00"
"28/08/2026";"23:00:17";2024;2;"Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"1";"Final";"14/10/2024";5262590004;"ES";"Cupom Fiscal";"1240921758190";2;"Fundo Especial de Financiamento de Campanha";20100000;"Combustíveis e lubrificantes";1;"Financeiro";19;"PIX";61783491;44775008;"16/09/2024";"GASOLINA";"250,06"
"28/08/2026";"23:00:17";2024;2;"Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"1";"Final";"29/11/2024";5277252365;"ES";"Outro";"1240919049745";2;"Fundo Especial de Financiamento de Campanha";20010000;"Despesas com pessoal";1;"Financeiro";19;"PIX";70911615;53306199;"01/09/2024";"COORDENAÇÃO GERAL";"2000,00"
"28/08/2026";"23:00:17";2024;2;"Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"1";"Final";"29/11/2024";5277252365;"ES";"Outro";"1241024429142";2;"Fundo Especial de Financiamento de Campanha";20010000;"Despesas com pessoal";1;"Financeiro";19;"PIX";70911615;53306200;"02/10/2024";"COORDENAÇÃO GERAL";"2000,00"
"28/08/2026";"23:00:17";2024;2;"Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"1";"Final";"03/11/2024";5256706502;"ES";"Outro";"12410249904252";2;"Fundo Especial de Financiamento de Campanha";20010000;"Despesas com pessoal";1;"Financeiro";19;"PIX";65692967;48337905;"04/10/2024";"SERVIÇOS PRESTADOS DE PANFLETAGEM";"1412,00"
"28/08/2026";"23:00:17";2024;2;"Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"1";"Final";"03/10/2025";5259798221;"ES";"Nota Fiscal";"1240920031287";1;"Outros Recursos";20110000;"Publicidade por adesivos";1;"Financeiro";19;"PIX";73009791;55454925;"06/09/2024";"100 ADESIVOS 9X9CM";"120,00"
"28/08/2026";"23:00:17";2024;2;"Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"1";"Final";"02/10/2025";5262590437;"ES";"Nota Fiscal";"1240816964001";1;"Outros Recursos";20110000;"Publicidade por adesivos";1;"Financeiro";19;"PIX";73009656;55454735;"20/08/2024";"COMPRA DE ADESIVO";"244,00"
"28/08/2026";"23:00:17";2024;2;"Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"1";"Final";"29/11/2024";5277252365;"ES";"#NULO";"1240920976020";2;"Fundo Especial de Financiamento de Campanha";20240000;"Doações financeiras a outros candidatos/partidos";1;"Financeiro";19;"PIX";70911648;53306155;"11/09/2024";"#NULO";"1000,00"
"28/08/2026";"23:00:17";2024;2;"Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"1";"Final";"17/10/2024";5256706284;"ES";"Outro";"1241024772300";2;"Fundo Especial de Financiamento de Campanha";20010000;"Despesas com pessoal";1;"Financeiro";19;"PIX";62286528;45205867;"02/10/2024";"SERVIÇOS DE PANFLETAGEM";"1000,00"
"28/08/2026";"23:00:17";2024;2;"Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"1";"Final";"04/11/2024";5286822108;"ES";"Outro";"1240922514377";2;"Fundo Especial de Financiamento de Campanha";20800000;"Atividades de militância e mobilização de rua";1;"Financeiro";19;"PIX";65882391;48515582;"20/09/2024";"SERVIÇOS DE MILITANCIA 08 HORAS DIÁRIAS";"1000,00"
"28/08/2026";"23:00:17";2024;2;"Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"1";"Final";"16/10/2024";5262590095;"ES";"Cupom Fiscal";"1241025379126";2;"Fundo Especial de Financiamento de Campanha";20150000;"Alimentação";1;"Financeiro";19;"PIX";61986933;44950859;"05/10/2024";"ALMOÇO";"95,29"
"28/08/2026";"23:00:17";2024;2;"Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"1";"Final";"14/11/2024";5256706434;"ES";"Nota Fiscal";"1240922423628";1;"Outros Recursos";20140000;"Publicidade por materiais impressos";1;"Financeiro";19;"PIX";69858956;52300322;"20/09/2024";"FOLDER DUAS DOBRAS";"1620,00"
"28/08/2026";"23:00:17";2024;2;"Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"1";"Final";"29/11/2024";5277252365;"ES";"#NULO";"1240920035928";2;"Fundo Especial de Financiamento de Campanha";20240000;"Doações financeiras a outros candidatos/partidos";1;"Financeiro";19;"PIX";70911661;53306157;"06/09/2024";"#NULO";"1000,00"
"28/08/2026";"23:00:17";2024;2;"Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"1";"Final";"04/11/2024";5286822108;"ES";"Fatura";"1240920212375";2;"Fundo Especial de Financiamento de Campanha";20260000;"Criação e inclusão de páginas na internet";1;"Financeiro";19;"PIX";65882388;48515568;"06/09/2024";"HOSPEDAGEM EM SITE";"119,88"
"28/08/2026";"23:00:17";2024;2;"Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"1";"Final";"04/11/2024";5286822108;"ES";"Outro";"1241024448135";2;"Fundo Especial de Financiamento de Campanha";20800000;"Atividades de militância e mobilização de rua";1;"Financeiro";19;"PIX";65882481;48515598;"01/10/2024";"SERVIÇOS DE MILITANCIA 08 HORAS DIÁRIAS";"1000,00"
"28/08/2026";"23:00:17";2024;2;"Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"1";"Final";"31/10/2024";5256706313;"ES";"Outro";"1241024897275";2;"Fundo Especial de Financiamento de Campanha";20010000;"Despesas com pessoal";1;"Financeiro";19;"PIX";64742810;47454975;"03/10/2024";"SERVIÇOS DE PANFLETAGEM NA DIVULGAÇAO DE CAMPANHA";"500,00"
"28/08/2026";"23:00:17";2024;2;"Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"1";"Final";"02/10/2025";5262590433;"ES";"Nota Fiscal";"1240924123796";1;"Outros Recursos";20420000;"Despesa com Impulsionamento de Conteúdos";1;"Financeiro";19;"PIX";72934194;55459425;"30/09/2024";"IMPULSIONAMENTO";"32,92"
"28/08/2026";"23:00:17";2024;2;"Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"1";"Final";"01/10/2025";5259798229;"ES";"Nota Fiscal";"1241024318220";1;"Outros Recursos";20130000;"Publicidade por jornais e revistas";1;"Financeiro";19;"PIX";73011262;55457025;"01/10/2024";"ANÚNCIO DA CAMPANHA JANDIR GRATIERI PUBLI ED 168";"600,00"
"28/08/2026";"23:00:17";2024;2;"Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"1";"Final";"29/11/2024";5277252365;"ES";"Nota Fiscal";"1241025118865";2;"Fundo Especial de Financiamento de Campanha";20130000;"Publicidade por jornais e revistas";1;"Financeiro";19;"PIX";70911665;53306177;"04/10/2024";"ANÚNCIO PUBL  DE CAMP ELEITORAL ED168 JORN O NOTIC";"1200,00"
"28/08/2026";"23:00:17";2024;2;"Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"1";"Final";"29/11/2024";5277252365;"ES";"Nota Fiscal";"1240919046816";2;"Fundo Especial de Financiamento de Campanha";20400000;"Pré-instalação física de comitê de campanha";1;"Financeiro";19;"PIX";70911639;53306148;"01/09/2024";"BATENTE DIVISORIA 0,840 M BR TUPIA MODLINE | BUCHA PLAST 06MM S/ANEL | FECHADURA TUBULAR P/DIVISORIA BRANCA | MC - PARAFUSO 4.2 * 32 | MC - REBITE ALUMINIO 3.12 BRANCO | PARAF METAL METAL P. AGULHA 9,5/13 | PORTA EUCATEX 35MM 0,82 * 2.10 M BR | REQUA...";"7500,00"
"28/08/2026";"23:00:17";2024;2;"Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"1";"Final";"04/11/2024";5286822108;"ES";"Nota Fiscal";"1240919690824";2;"Fundo Especial de Financiamento de Campanha";20110000;"Publicidade por adesivos";1;"Financeiro";19;"PIX";65882446;48515554;"04/09/2024";"NF 3410 ADESIVOS 30 X 10 CM COM VEREADORES";"420,00"
"28/08/2026";"23:00:17";2024;2;"Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"1";"Final";"02/10/2025";5262590103;"ES";"Cupom Fiscal";"1240921913798";2;"Fundo Especial de Financiamento de Campanha";20100000;"Combustíveis e lubrificantes";1;"Financeiro";19;"PIX";73012790;55461374;"17/09/2024";"GASOLINA";"300,00"
