"DT_GERACAO";"HH_GERACAO";"ANO_ELEICAO";"CD_TIPO_ELEICAO";"NM_TIPO_ELEICAO";"NR_TURNO";"CD_ELEICAO";"DS_ELEICAO";"DT_ELEICAO";"TP_ABRANGENCIA";"SG_UF";"SG_UE";"NM_UE";"CD_MUNICIPIO";"NM_MUNICIPIO";"NR_ZONA";"CD_CARGO";"DS_CARGO";"SQ_CANDIDATO";"NR_CANDIDATO";"NM_CANDIDATO";"NM_URNA_CANDIDATO";"NM_SOCIAL_CANDIDATO";"CD_SITUACAO_CANDIDATURA";"DS_SITUACAO_CANDIDATURA";"CD_DETALHE_SITUACAO_CAND";"DS_DETALHE_SITUACAO_CAND";"CD_SITUACAO_JULGAMENTO";"DS_SITUACAO_JULGAMENTO";"CD_SITUACAO_CASSACAO";"DS_SITUACAO_CASSACAO";"CD_SITUACAO_DCONST_DIPLOMA";"DS_SITUACAO_DCONST_DIPLOMA";"TP_AGREMIACAO";"NR_PARTIDO";"SG_PARTIDO";"NM_PARTIDO";"NR_FEDERACAO";"NM_FEDERACAO";"SG_FEDERACAO";"DS_COMPOSICAO_FEDERACAO";"SQ_COLIGACAO";"NM_COLIGACAO";"DS_COMPOSICAO_COLIGACAO";"ST_VOTO_EM_TRANSITO";"QT_VOTOS_NOMINAIS";"NM_TIPO_DESTINACAO_VOTOS";"QT_VOTOS_NOMINAIS_VALIDOS";"CD_SIT_TOT_TURNO";"DS_SIT_TOT_TURNO"
"06/01/2026";"16:45:04";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"ES";"56057";"ALFREDO CHAVES";56057;"ALFREDO CHAVES";12;13;"Vereador";80000666557;40147;"ARLETE MARIA MOCELIM NATAL";"ARLETE MOCELIN NATAL";"#NULO";12;"APTO";2;"DEFERIDO";-3;"#NE";-3;"#NE";-3;"#NE";"PARTIDO ISOLADO";40;"PSB";"Partido Socialista Brasileiro";-1;"#NULO#";"#NULO#";"#NULO#";80000059654;"PARTIDO ISOLADO";"PSB";"N";37;"Válido";37;5;"SUPLENTE"
"06/01/2026";"16:45:04";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"ES";"56057";"ALFREDO CHAVES";56057;"ALFREDO CHAVES";12;13;"Vereador";80000666566;40222;"ROSANA MARIA CARDOSO TAVARES";"ROSANA TAVARES";"#NULO";12;"APTO";2;"DEFERIDO";-3;"#NE";-3;"#NE";-3;"#NE";"PARTIDO ISOLADO";40;"PSB";"Partido Socialista Brasileiro";-1;"#NULO#";"#NULO#";"#NULO#";80000059654;"PARTIDO ISOLADO";"PSB";"N";38;"Válido";38;5;"SUPLENTE"
"06/01/2026";"16:45:04";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"ES";"56057";"ALFREDO CHAVES";56057;"ALFREDO CHAVES";12;13;"Vereador";80000666568;40123;"CLEOMIR GOBBI BUBACK";"CLEOMIR BUBACK";"#NULO";12;"APTO";2;"DEFERIDO";-3;"#NE";-3;"#NE";-3;"#NE";"PARTIDO ISOLADO";40;"PSB";"Partido Socialista Brasileiro";-1;"#NULO#";"#NULO#";"#NULO#";80000059654;"PARTIDO ISOLADO";"PSB";"N";100;"Válido";100;5;"SUPLENTE"
"06/01/2026";"16:45:04";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"ES";"56057";"ALFREDO CHAVES";56057;"ALFREDO CHAVES";12;13;"Vereador";80000666559;40333;"JAQUELINE FRANZOTTI DA SILVA";"JAQUELINE FRANZOTTI";"#NULO";12;"APTO";2;"DEFERIDO";-3;"#NE";-3;"#NE";-3;"#NE";"PARTIDO ISOLADO";40;"PSB";"Partido Socialista Brasileiro";-1;"#NULO#";"#NULO#";"#NULO#";80000059654;"PARTIDO ISOLADO";"PSB";"N";115;"Válido";115;5;"SUPLENTE"
"06/01/2026";"16:45:04";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"ES";"56057";"ALFREDO CHAVES";56057;"ALFREDO CHAVES";12;13;"Vereador";80000666558;40321;"GILSON LUIZ BELLON";"GILSON BELLON";"#NULO";12;"APTO";2;"DEFERIDO";-3;"#NE";-3;"#NE";-3;"#NE";"PARTIDO ISOLADO";40;"PSB";"Partido Socialista Brasileiro";-1;"#NULO#";"#NULO#";"#NULO#";80000059654;"PARTIDO ISOLADO";"PSB";"N";239;"Válido";239;5;"SUPLENTE"
"06/01/2026";"16:45:04";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"ES";"56057";"ALFREDO CHAVES";56057;"ALFREDO CHAVES";12;13;"Vereador";80000666556;40666;"DANIEL ORLANDI";"DANIEL ORLANDI";"#NULO";12;"APTO";2;"DEFERIDO";-3;"#NE";-3;"#NE";-3;"#NE";"PARTIDO ISOLADO";40;"PSB";"Partido Socialista Brasileiro";-1;"#NULO#";"#NULO#";"#NULO#";80000059654;"PARTIDO ISOLADO";"PSB";"N";310;"Válido";310;5;"SUPLENTE"
"06/01/2026";"16:45:04";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"ES";"56057";"ALFREDO CHAVES";56057;"ALFREDO CHAVES";12;11;"Prefeito";80000680338;40;"FERNANDO VIDEIRA LAFAYETTE";"DR FERNANDO";"#NULO";12;"APTO";2;"DEFERIDO";-3;"#NE";-3;"#NE";-3;"#NE";"COLIGAÇÃO";40;"PSB";"Partido Socialista Brasileiro";-1;"#NULO#";"#NULO#";"#NULO#";80000061559;"RECONSTRUÇÃO COM SERIEDADE";"PP / PSL / PODE / CIDADANIA / DEM / PSB / PSDB";"N";5196;"Válido";5196;1;"ELEITO"
"06/01/2026";"16:45:04";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"ES";"56057";"ALFREDO CHAVES";56057;"ALFREDO CHAVES";12;13;"Vereador";80000666569;40555;"DULCIANE BRUNORO ESTEVES";"DULCIANE BRUNORO";"#NULO";12;"APTO";2;"DEFERIDO";-3;"#NE";-3;"#NE";-3;"#NE";"PARTIDO ISOLADO";40;"PSB";"Partido Socialista Brasileiro";-1;"#NULO#";"#NULO#";"#NULO#";80000059654;"PARTIDO ISOLADO";"PSB";"N";8;"Válido";8;5;"SUPLENTE"
"06/01/2026";"16:45:04";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"ES";"56057";"ALFREDO CHAVES";56057;"ALFREDO CHAVES";12;13;"Vereador";80000666563;40400;"MARCELO CRISTIANO CARDOSO FARIA";"CRISTIANO POLICIAL";"#NULO";12;"APTO";2;"DEFERIDO";-3;"#NE";-3;"#NE";-3;"#NE";"PARTIDO ISOLADO";40;"PSB";"Partido Socialista Brasileiro";-1;"#NULO#";"#NULO#";"#NULO#";80000059654;"PARTIDO ISOLADO";"PSB";"N";296;"Válido";296;5;"SUPLENTE"
"06/01/2026";"16:45:04";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"ES";"56057";"ALFREDO CHAVES";56057;"ALFREDO CHAVES";12;13;"Vereador";80000666642;45888;"CARLOS ALBERTO FRANÇA";"FRANÇA";"#NULO";12;"APTO";2;"DEFERIDO";-3;"#NE";-3;"#NE";-3;"#NE";"PARTIDO ISOLADO";45;"PSDB";"Partido da Social Democracia Brasileira";-1;"#NULO#";"#NULO#";"#NULO#";80000059662;"PARTIDO ISOLADO";"PSDB";"N";4;"Válido";4;5;"SUPLENTE"
"06/01/2026";"16:45:04";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"ES";"56057";"ALFREDO CHAVES";56057;"ALFREDO CHAVES";12;13;"Vereador";80000666650;45222;"OSNEIA JOSE ALVES CARDOSO";"OSNEIA";"#NULO";12;"APTO";2;"DEFERIDO";-3;"#NE";-3;"#NE";-3;"#NE";"PARTIDO ISOLADO";45;"PSDB";"Partido da Social Democracia Brasileira";-1;"#NULO#";"#NULO#";"#NULO#";80000059662;"PARTIDO ISOLADO";"PSDB";"N";32;"Válido";32;5;"SUPLENTE"
"06/01/2026";"16:45:04";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"ES";"56057";"ALFREDO CHAVES";56057;"ALFREDO CHAVES";12;13;"Vereador";80000666651;45678;"ADIMAR DE SOUZA MEDINA";"MINEIRO";"#NULO";12;"APTO";2;"DEFERIDO";-3;"#NE";-3;"#NE";-3;"#NE";"PARTIDO ISOLADO";45;"PSDB";"Partido da Social Democracia Brasileira";-1;"#NULO#";"#NULO#";"#NULO#";80000059662;"PARTIDO ISOLADO";"PSDB";"N";69;"Válido";69;5;"SUPLENTE"
"06/01/2026";"16:45:04";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"ES";"56057";"ALFREDO CHAVES";56057;"ALFREDO CHAVES";12;13;"Vereador";80000666645;45000;"JONAS NUNES SIMÕES";"JONAS DO RAIO X";"#NULO";12;"APTO";2;"DEFERIDO";-3;"#NE";-3;"#NE";-3;"#NE";"PARTIDO ISOLADO";45;"PSDB";"Partido da Social Democracia Brasileira";-1;"#NULO#";"#NULO#";"#NULO#";80000059662;"PARTIDO ISOLADO";"PSDB";"N";286;"Válido";286;5;"SUPLENTE"
"06/01/2026";"16:45:04";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"ES";"56057";"ALFREDO CHAVES";56057;"ALFREDO CHAVES";12;13;"Vereador";80000666644;45255;"RAYANE TOMAZINI BRESSANELLI";"PROFESSORA RAYANE";"#NULO";12;"APTO";2;"DEFERIDO";-3;"#NE";-3;"#NE";-3;"#NE";"PARTIDO ISOLADO";45;"PSDB";"Partido da Social Democracia Brasileira";-1;"#NULO#";"#NULO#";"#NULO#";80000059662;"PARTIDO ISOLADO";"PSDB";"N";76;"Válido";76;5;"SUPLENTE"
"06/01/2026";"16:45:04";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"ES";"56057";"ALFREDO CHAVES";56057;"ALFREDO CHAVES";12;13;"Vereador";80000666646;45369;"DORLEI BRANDY NASCIMENTO";"DORLEI";"#NULO";12;"APTO";2;"DEFERIDO";-3;"#NE";-3;"#NE";-3;"#NE";"PARTIDO ISOLADO";45;"PSDB";"Partido da Social Democracia Brasileira";-1;"#NULO#";"#NULO#";"#NULO#";80000059662;"PARTIDO ISOLADO";"PSDB";"N";13;"Válido";13;5;"SUPLENTE"
"06/01/2026";"16:45:04";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"ES";"56057";"ALFREDO CHAVES";56057;"ALFREDO CHAVES";12;13;"Vereador";80000666654;45321;"VALDIRENE BRANDÃO ANDRADE SÓRIO";"VALDIRENE BRANDÃO";"#NULO";12;"APTO";2;"DEFERIDO";-3;"#NE";-3;"#NE";-3;"#NE";"PARTIDO ISOLADO";45;"PSDB";"Partido da Social Democracia Brasileira";-1;"#NULO#";"#NULO#";"#NULO#";80000059662;"PARTIDO ISOLADO";"PSDB";"N";62;"Válido";62;5;"SUPLENTE"
"06/01/2026";"16:45:04";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"ES";"56057";"ALFREDO CHAVES";56057;"ALFREDO CHAVES";12;13;"Vereador";80000666648;45123;"ORLY PEREIRA";"LILI";"#NULO";12;"APTO";2;"DEFERIDO";-3;"#NE";-3;"#NE";-3;"#NE";"PARTIDO ISOLADO";45;"PSDB";"Partido da Social Democracia Brasileira";-1;"#NULO#";"#NULO#";"#NULO#";80000059662;"PARTIDO ISOLADO";"PSDB";"N";68;"Válido";68;5;"SUPLENTE"
"06/01/2026";"16:45:04";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"ES";"56057";"ALFREDO CHAVES";56057;"ALFREDO CHAVES";12;13;"Vereador";80000666647;45789;"JUSCELINO SERAFIN";"JUSCELINO SERAFIN";"#NULO";12;"APTO";2;"DEFERIDO";-3;"#NE";-3;"#NE";-3;"#NE";"PARTIDO ISOLADO";45;"PSDB";"Partido da Social Democracia Brasileira";-1;"#NULO#";"#NULO#";"#NULO#";80000059662;"PARTIDO ISOLADO";"PSDB";"N";138;"Válido";138;5;"SUPLENTE"
"06/01/2026";"16:45:04";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"ES";"56057";"ALFREDO CHAVES";56057;"ALFREDO CHAVES";12;13;"Vereador";80000666652;45333;"DIEYSON GONÇALVES DA ROSA";"DYESON  DOS CAVALOS";"#NULO";12;"APTO";2;"DEFERIDO";-3;"#NE";-3;"#NE";-3;"#NE";"PARTIDO ISOLADO";45;"PSDB";"Partido da Social Democracia Brasileira";-1;"#NULO#";"#NULO#";"#NULO#";80000059662;"PARTIDO ISOLADO";"PSDB";"N";45;"Válido";45;5;"SUPLENTE"
"06/01/2026";"16:45:04";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"ES";"56057";"ALFREDO CHAVES";56057;"ALFREDO CHAVES";12;13;"Vereador";80000666649;45777;"GUILHERME CARLOS CETTO VITOR";"GUILHERME CETTO";"#NULO";12;"APTO";2;"DEFERIDO";-3;"#NE";-3;"#NE";-3;"#NE";"PARTIDO ISOLADO";45;"PSDB";"Partido da Social Democracia Brasileira";-1;"#NULO#";"#NULO#";"#NULO#";80000059662;"PARTIDO ISOLADO";"PSDB";"N";35;"Válido";35;5;"SUPLENTE"
"06/01/2026";"16:45:04";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"ES";"56057";"ALFREDO CHAVES";56057;"ALFREDO CHAVES";12;13;"Vereador";80000666643;45666;"PETRONIO LOUSADA";"PETRONIO";"#NULO";12;"APTO";2;"DEFERIDO";-3;"#NE";-3;"#NE";-3;"#NE";"PARTIDO ISOLADO";45;"PSDB";"Partido da Social Democracia Brasileira";-1;"#NULO#";"#NULO#";"#NULO#";80000059662;"PARTIDO ISOLADO";"PSDB";"N";17;"Válido";17;5;"SUPLENTE"
"06/01/2026";"16:45:04";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"ES";"56057";"ALFREDO CHAVES";56057;"ALFREDO CHAVES";12;13;"Vereador";80000666653;45436;"PAULO RITA DE SOUZA";"PAULINHO MECANICO";"#NULO";12;"APTO";2;"DEFERIDO";-3;"#NE";-3;"#NE";-3;"#NE";"PARTIDO ISOLADO";45;"PSDB";"Partido da Social Democracia Brasileira";-1;"#NULO#";"#NULO#";"#NULO#";80000059662;"PARTIDO ISOLADO";"PSDB";"N";31;"Válido";31;5;"SUPLENTE"
"06/01/2026";"16:45:04";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"ES";"56057";"ALFREDO CHAVES";56057;"ALFREDO CHAVES";12;13;"Vereador";80000666641;45100;"SERGIO BIANCHI";"SERGIO BIANCHI";"#NULO";12;"APTO";2;"DEFERIDO";-3;"#NE";-3;"#NE";-3;"#NE";"PARTIDO ISOLADO";45;"PSDB";"Partido da Social Democracia Brasileira";-1;"#NULO#";"#NULO#";"#NULO#";80000059662;"PARTIDO ISOLADO";"PSDB";"N";347;"Válido";347;2;"ELEITO POR QP"
