"DT_GERACAO";"HH_GERACAO";"ANO_ELEICAO";"CD_TIPO_ELEICAO";"NM_TIPO_ELEICAO";"NR_TURNO";"CD_ELEICAO";"DS_ELEICAO";"DT_ELEICAO";"TP_ABRANGENCIA";"SG_UF";"SG_UE";"NM_UE";"CD_MUNICIPIO";"NM_MUNICIPIO";"NR_ZONA";"CD_CARGO";"DS_CARGO";"SQ_CANDIDATO";"NR_CANDIDATO";"NM_CANDIDATO";"NM_URNA_CANDIDATO";"NM_SOCIAL_CANDIDATO";"CD_SITUACAO_CANDIDATURA";"DS_SITUACAO_CANDIDATURA";"CD_DETALHE_SITUACAO_CAND";"DS_DETALHE_SITUACAO_CAND";"CD_SITUACAO_JULGAMENTO";"DS_SITUACAO_JULGAMENTO";"CD_SITUACAO_CASSACAO";"DS_SITUACAO_CASSACAO";"CD_SITUACAO_DCONST_DIPLOMA";"DS_SITUACAO_DCONST_DIPLOMA";"TP_AGREMIACAO";"NR_PARTIDO";"SG_PARTIDO";"NM_PARTIDO";"NR_FEDERACAO";"NM_FEDERACAO";"SG_FEDERACAO";"DS_COMPOSICAO_FEDERACAO";"SQ_COLIGACAO";"NM_COLIGACAO";"DS_COMPOSICAO_COLIGACAO";"ST_VOTO_EM_TRANSITO";"QT_VOTOS_NOMINAIS";"NM_TIPO_DESTINACAO_VOTOS";"QT_VOTOS_NOMINAIS_VALIDOS";"CD_SIT_TOT_TURNO";"DS_SIT_TOT_TURNO"
"26/08/2026";"02:17:09";2024;2;"Eleição Ordinária";1;619;"ELEIÇÕES MUNICIPAIS 2024";"06/10/2024";"M";"ES";"56057";"ALFREDO CHAVES";56057;"ALFREDO CHAVES";12;13;"Vereador";80001966359;10101;"NAMARA NAZARIA DE PAULA PASSOS SILVA";"NAMARA DE PAULA";"#NULO";-3;"#NE";-3;"#NE";2;"DEFERIDO";-1;"#NULO#";-1;"#NULO#";"PARTIDO ISOLADO";10;"REPUBLICANOS";"REPUBLICANOS";-1;"#NULO#";"#NULO#";"#NULO#";80001702479;"PARTIDO ISOLADO";"REPUBLICANOS";"N";50;"Válido";50;5;"SUPLENTE"
"26/08/2026";"02:17:09";2024;2;"Eleição Ordinária";1;619;"ELEIÇÕES MUNICIPAIS 2024";"06/10/2024";"M";"ES";"56057";"ALFREDO CHAVES";56057;"ALFREDO CHAVES";12;13;"Vereador";80001966353;10111;"SILVANA RAMOS DA SILVA";"SILVANA RAMOS";"#NULO";-3;"#NE";-3;"#NE";2;"DEFERIDO";-1;"#NULO#";-1;"#NULO#";"PARTIDO ISOLADO";10;"REPUBLICANOS";"REPUBLICANOS";-1;"#NULO#";"#NULO#";"#NULO#";80001702479;"PARTIDO ISOLADO";"REPUBLICANOS";"N";90;"Válido";90;5;"SUPLENTE"
"26/08/2026";"02:17:09";2024;2;"Eleição Ordinária";1;619;"ELEIÇÕES MUNICIPAIS 2024";"06/10/2024";"M";"ES";"56057";"ALFREDO CHAVES";56057;"ALFREDO CHAVES";12;13;"Vereador";80001966354;10321;"DIVAL LUIZ PAGANINI";"DIVAL PAGANINI";"#NULO";-3;"#NE";-3;"#NE";2;"DEFERIDO";-1;"#NULO#";-1;"#NULO#";"PARTIDO ISOLADO";10;"REPUBLICANOS";"REPUBLICANOS";-1;"#NULO#";"#NULO#";"#NULO#";80001702479;"PARTIDO ISOLADO";"REPUBLICANOS";"N";70;"Válido";70;5;"SUPLENTE"
"26/08/2026";"02:17:09";2024;2;"Eleição Ordinária";1;619;"ELEIÇÕES MUNICIPAIS 2024";"06/10/2024";"M";"ES";"56057";"ALFREDO CHAVES";56057;"ALFREDO CHAVES";12;13;"Vereador";80001966356;10000;"JANDIR GRATIERI";"JANDIR GRATIERI";"#NULO";-3;"#NE";-3;"#NE";2;"DEFERIDO";-1;"#NULO#";-1;"#NULO#";"PARTIDO ISOLADO";10;"REPUBLICANOS";"REPUBLICANOS";-1;"#NULO#";"#NULO#";"#NULO#";80001702479;"PARTIDO ISOLADO";"REPUBLICANOS";"N";131;"Válido";131;5;"SUPLENTE"
"26/08/2026";"02:17:09";2024;2;"Eleição Ordinária";1;619;"ELEIÇÕES MUNICIPAIS 2024";"06/10/2024";"M";"ES";"56057";"ALFREDO CHAVES";56057;"ALFREDO CHAVES";12;13;"Vereador";80002230762;22200;"LUCAS ANTÔNIO MARCHESI";"SARGENTO MARCHESI";"#NULO";-3;"#NE";-3;"#NE";2;"DEFERIDO";-1;"#NULO#";-1;"#NULO#";"PARTIDO ISOLADO";22;"PL";"Partido Liberal";-1;"#NULO#";"#NULO#";"#NULO#";80001742917;"PARTIDO ISOLADO";"PL";"N";13;"Válido";13;4;"NÃO ELEITO"
"26/08/2026";"02:17:09";2024;2;"Eleição Ordinária";1;619;"ELEIÇÕES MUNICIPAIS 2024";"06/10/2024";"M";"ES";"56057";"ALFREDO CHAVES";56057;"ALFREDO CHAVES";12;13;"Vereador";80002230756;22122;"SILVIA FOLGER BERNABÉ";"SILVIA BERNABÉ";"#NULO";-3;"#NE";-3;"#NE";2;"DEFERIDO";-1;"#NULO#";-1;"#NULO#";"PARTIDO ISOLADO";22;"PL";"Partido Liberal";-1;"#NULO#";"#NULO#";"#NULO#";80001742917;"PARTIDO ISOLADO";"PL";"N";93;"Válido";93;4;"NÃO ELEITO"
"26/08/2026";"02:17:09";2024;2;"Eleição Ordinária";1;619;"ELEIÇÕES MUNICIPAIS 2024";"06/10/2024";"M";"ES";"56057";"ALFREDO CHAVES";56057;"ALFREDO CHAVES";12;13;"Vereador";80002230754;22111;"FABIO DAMASCENO GALVAO";"FABINHO MOTOBOY";"#NULO";-3;"#NE";-3;"#NE";2;"DEFERIDO";-1;"#NULO#";-1;"#NULO#";"PARTIDO ISOLADO";22;"PL";"Partido Liberal";-1;"#NULO#";"#NULO#";"#NULO#";80001742917;"PARTIDO ISOLADO";"PL";"N";118;"Válido";118;4;"NÃO ELEITO"
"26/08/2026";"02:17:09";2024;2;"Eleição Ordinária";1;619;"ELEIÇÕES MUNICIPAIS 2024";"06/10/2024";"M";"ES";"56057";"ALFREDO CHAVES";56057;"ALFREDO CHAVES";12;13;"Vereador";80002230760;22222;"LUCIANO DE JESUS SILVA";"LUCIANO SILVA";"#NULO";-3;"#NE";-3;"#NE";2;"DEFERIDO";-1;"#NULO#";-1;"#NULO#";"PARTIDO ISOLADO";22;"PL";"Partido Liberal";-1;"#NULO#";"#NULO#";"#NULO#";80001742917;"PARTIDO ISOLADO";"PL";"N";143;"Válido";143;4;"NÃO ELEITO"
"26/08/2026";"02:17:09";2024;2;"Eleição Ordinária";1;619;"ELEIÇÕES MUNICIPAIS 2024";"06/10/2024";"M";"ES";"56057";"ALFREDO CHAVES";56057;"ALFREDO CHAVES";12;13;"Vereador";80001947151;40321;"GILSON LUIZ BELLON";"GILSON BELLON";"#NULO";-3;"#NE";-3;"#NE";2;"DEFERIDO";-1;"#NULO#";-1;"#NULO#";"PARTIDO ISOLADO";40;"PSB";"Partido Socialista Brasileiro";-1;"#NULO#";"#NULO#";"#NULO#";80001700012;"PARTIDO ISOLADO";"PSB";"N";33;"Válido";33;5;"SUPLENTE"
"26/08/2026";"02:17:09";2024;2;"Eleição Ordinária";1;619;"ELEIÇÕES MUNICIPAIS 2024";"06/10/2024";"M";"ES";"56057";"ALFREDO CHAVES";56057;"ALFREDO CHAVES";12;13;"Vereador";80001947154;40369;"MARIA AUGUSTA BUFFOLO";"AUGUSTA BUFFOLO";"#NULO";-3;"#NE";-3;"#NE";2;"DEFERIDO";-1;"#NULO#";-1;"#NULO#";"PARTIDO ISOLADO";40;"PSB";"Partido Socialista Brasileiro";-1;"#NULO#";"#NULO#";"#NULO#";80001700012;"PARTIDO ISOLADO";"PSB";"N";285;"Válido";285;5;"SUPLENTE"
"26/08/2026";"02:17:09";2024;2;"Eleição Ordinária";1;619;"ELEIÇÕES MUNICIPAIS 2024";"06/10/2024";"M";"ES";"56057";"ALFREDO CHAVES";56057;"ALFREDO CHAVES";12;13;"Vereador";80001947149;40555;"DANIEL ORLANDI";"DANIEL ORLANDI";"#NULO";-3;"#NE";-3;"#NE";2;"DEFERIDO";-1;"#NULO#";-1;"#NULO#";"PARTIDO ISOLADO";40;"PSB";"Partido Socialista Brasileiro";-1;"#NULO#";"#NULO#";"#NULO#";80001700012;"PARTIDO ISOLADO";"PSB";"N";283;"Válido";283;5;"SUPLENTE"
"26/08/2026";"02:17:09";2024;2;"Eleição Ordinária";1;619;"ELEIÇÕES MUNICIPAIS 2024";"06/10/2024";"M";"ES";"56057";"ALFREDO CHAVES";56057;"ALFREDO CHAVES";12;13;"Vereador";80001947157;40456;"SERAFINO ANTONIO SIMONI";"SERAFINO SIMONI";"#NULO";-3;"#NE";-3;"#NE";2;"DEFERIDO";-1;"#NULO#";-1;"#NULO#";"PARTIDO ISOLADO";40;"PSB";"Partido Socialista Brasileiro";-1;"#NULO#";"#NULO#";"#NULO#";80001700012;"PARTIDO ISOLADO";"PSB";"N";190;"Válido";190;5;"SUPLENTE"
"26/08/2026";"02:17:09";2024;2;"Eleição Ordinária";1;619;"ELEIÇÕES MUNICIPAIS 2024";"06/10/2024";"M";"ES";"56057";"ALFREDO CHAVES";56057;"ALFREDO CHAVES";12;13;"Vereador";80001947156;40222;"LUCIANO BELLON";"LUCIANO BELLON";"#NULO";-3;"#NE";-3;"#NE";2;"DEFERIDO";-1;"#NULO#";-1;"#NULO#";"PARTIDO ISOLADO";40;"PSB";"Partido Socialista Brasileiro";-1;"#NULO#";"#NULO#";"#NULO#";80001700012;"PARTIDO ISOLADO";"PSB";"N";25;"Válido";25;5;"SUPLENTE"
"26/08/2026";"02:17:09";2024;2;"Eleição Ordinária";1;619;"ELEIÇÕES MUNICIPAIS 2024";"06/10/2024";"M";"ES";"56057";"ALFREDO CHAVES";56057;"ALFREDO CHAVES";12;13;"Vereador";80001947155;40999;"EMILIA DAS GRAÇAS ALVES PADILHA DOMINGUES";"EMILIA PADILHA";"#NULO";-3;"#NE";-3;"#NE";2;"DEFERIDO";-1;"#NULO#";-1;"#NULO#";"PARTIDO ISOLADO";40;"PSB";"Partido Socialista Brasileiro";-1;"#NULO#";"#NULO#";"#NULO#";80001700012;"PARTIDO ISOLADO";"PSB";"N";29;"Válido";29;5;"SUPLENTE"
"26/08/2026";"02:17:09";2024;2;"Eleição Ordinária";1;619;"ELEIÇÕES MUNICIPAIS 2024";"06/10/2024";"M";"ES";"56057";"ALFREDO CHAVES";56057;"ALFREDO CHAVES";12;13;"Vereador";80001947153;40123;"CELIA MARIA STEIN BUBACH";"CELIA BUBACH";"#NULO";-3;"#NE";-3;"#NE";2;"DEFERIDO";-1;"#NULO#";-1;"#NULO#";"PARTIDO ISOLADO";40;"PSB";"Partido Socialista Brasileiro";-1;"#NULO#";"#NULO#";"#NULO#";80001700012;"PARTIDO ISOLADO";"PSB";"N";38;"Válido";38;5;"SUPLENTE"
"26/08/2026";"02:17:09";2024;2;"Eleição Ordinária";1;619;"ELEIÇÕES MUNICIPAIS 2024";"06/10/2024";"M";"ES";"56057";"ALFREDO CHAVES";56057;"ALFREDO CHAVES";12;13;"Vereador";80001947150;40444;"ALAESSO LORENZON";"ALAESSO LORENZON";"#NULO";-3;"#NE";-3;"#NE";2;"DEFERIDO";-1;"#NULO#";-1;"#NULO#";"PARTIDO ISOLADO";40;"PSB";"Partido Socialista Brasileiro";-1;"#NULO#";"#NULO#";"#NULO#";80001700012;"PARTIDO ISOLADO";"PSB";"N";222;"Válido";222;5;"SUPLENTE"
"26/08/2026";"02:17:09";2024;2;"Eleição Ordinária";1;619;"ELEIÇÕES MUNICIPAIS 2024";"06/10/2024";"M";"ES";"56057";"ALFREDO CHAVES";56057;"ALFREDO CHAVES";12;13;"Vereador";80001966351;10123;"ALEFY JUNIOR CLAUDIO SIMOES";"PROFESSOR ALEFY";"#NULO";-3;"#NE";-3;"#NE";2;"DEFERIDO";-1;"#NULO#";-1;"#NULO#";"PARTIDO ISOLADO";10;"REPUBLICANOS";"REPUBLICANOS";-1;"#NULO#";"#NULO#";"#NULO#";80001702479;"PARTIDO ISOLADO";"REPUBLICANOS";"N";351;"Válido";351;3;"ELEITO POR MÉDIA"
"26/08/2026";"02:17:09";2024;2;"Eleição Ordinária";1;619;"ELEIÇÕES MUNICIPAIS 2024";"06/10/2024";"M";"ES";"56057";"ALFREDO CHAVES";56057;"ALFREDO CHAVES";12;13;"Vereador";80001947148;40111;"CHARLES GAIGHER";"CHARLES GAIGHER";"#NULO";-3;"#NE";-3;"#NE";2;"DEFERIDO";-1;"#NULO#";-1;"#NULO#";"PARTIDO ISOLADO";40;"PSB";"Partido Socialista Brasileiro";-1;"#NULO#";"#NULO#";"#NULO#";80001700012;"PARTIDO ISOLADO";"PSB";"N";382;"Válido";382;3;"ELEITO POR MÉDIA"
"26/08/2026";"02:17:09";2024;2;"Eleição Ordinária";1;619;"ELEIÇÕES MUNICIPAIS 2024";"06/10/2024";"M";"ES";"56057";"ALFREDO CHAVES";56057;"ALFREDO CHAVES";12;13;"Vereador";80001982779;11555;"HERMES LUIZ MARCHIORI ATHAIDES";"HERMES MARCHIORI";"#NULO";-3;"#NE";-3;"#NE";2;"DEFERIDO";-1;"#NULO#";-1;"#NULO#";"PARTIDO ISOLADO";11;"PP";"PROGRESSISTAS";-1;"#NULO#";"#NULO#";"#NULO#";80001704441;"PARTIDO ISOLADO";"PP";"N";363;"Válido";363;2;"ELEITO POR QP"
"26/08/2026";"02:17:09";2024;2;"Eleição Ordinária";1;619;"ELEIÇÕES MUNICIPAIS 2024";"06/10/2024";"M";"ES";"56057";"ALFREDO CHAVES";56057;"ALFREDO CHAVES";12;13;"Vereador";80001947278;20123;"ARMANDO ZANATA INGLE RIBEIRO";"ZANATA";"#NULO";-3;"#NE";-3;"#NE";2;"DEFERIDO";-1;"#NULO#";-1;"#NULO#";"PARTIDO ISOLADO";20;"PODE";"Podemos";-1;"#NULO#";"#NULO#";"#NULO#";80001700030;"PARTIDO ISOLADO";"PODE";"N";382;"Válido";382;2;"ELEITO POR QP"
"26/08/2026";"02:17:09";2024;2;"Eleição Ordinária";1;619;"ELEIÇÕES MUNICIPAIS 2024";"06/10/2024";"M";"ES";"56057";"ALFREDO CHAVES";56057;"ALFREDO CHAVES";12;13;"Vereador";80001947152;40000;"NILTON CESAR BELMOK";"NILTON BELMOK";"#NULO";-3;"#NE";-3;"#NE";2;"DEFERIDO";-1;"#NULO#";-1;"#NULO#";"PARTIDO ISOLADO";40;"PSB";"Partido Socialista Brasileiro";-1;"#NULO#";"#NULO#";"#NULO#";80001700012;"PARTIDO ISOLADO";"PSB";"N";391;"Válido";391;2;"ELEITO POR QP"
"26/08/2026";"02:17:09";2024;2;"Eleição Ordinária";1;619;"ELEIÇÕES MUNICIPAIS 2024";"06/10/2024";"M";"ES";"56057";"ALFREDO CHAVES";56057;"ALFREDO CHAVES";12;11;"Prefeito";80002271252;22;"LUIZ CLAUDIO BOLDRINI";"BOLDRINI";"#NULO";-3;"#NE";-3;"#NE";2;"DEFERIDO";-1;"#NULO#";-1;"#NULO#";"PARTIDO ISOLADO";22;"PL";"Partido Liberal";-1;"#NULO#";"#NULO#";"#NULO#";80001748446;"PARTIDO ISOLADO";"PL";"N";999;"Válido";999;4;"NÃO ELEITO"
"26/08/2026";"02:17:09";2024;2;"Eleição Ordinária";1;619;"ELEIÇÕES MUNICIPAIS 2024";"06/10/2024";"M";"ES";"56057";"ALFREDO CHAVES";56057;"ALFREDO CHAVES";12;13;"Vereador";80001982781;11123;"RENAN DE JESUS BOLDRINI";"RENAN BOLDRINI";"#NULO";-3;"#NE";-3;"#NE";2;"DEFERIDO";-1;"#NULO#";-1;"#NULO#";"PARTIDO ISOLADO";11;"PP";"PROGRESSISTAS";-1;"#NULO#";"#NULO#";"#NULO#";80001704441;"PARTIDO ISOLADO";"PP";"N";333;"Válido";333;3;"ELEITO POR MÉDIA"
"26/08/2026";"02:17:09";2024;2;"Eleição Ordinária";1;619;"ELEIÇÕES MUNICIPAIS 2024";"06/10/2024";"M";"ES";"56057";"ALFREDO CHAVES";56057;"ALFREDO CHAVES";12;13;"Vereador";80001982698;45000;"WARLEI FERRARINI PESSALI";"WARLEI PESSALI";"#NULO";-3;"#NE";-3;"#NE";2;"DEFERIDO";-1;"#NULO#";-1;"#NULO#";"FEDERAÇÃO";45;"PSDB";"Partido da Social Democracia Brasileira";100;"Federação PSDB CIDADANIA";"PSDB/CIDADANIA";"CIDADANIA / PSDB";80001704427;"FEDERAÇÃO";"Federação PSDB CIDADANIA (PSDB / CIDADANIA)";"N";261;"Válido";261;3;"ELEITO POR MÉDIA"
"26/08/2026";"02:17:09";2024;2;"Eleição Ordinária";1;619;"ELEIÇÕES MUNICIPAIS 2024";"06/10/2024";"M";"ES";"56057";"ALFREDO CHAVES";56057;"ALFREDO CHAVES";12;13;"Vereador";80001947335;55456;"JOAO ENDRINGER JUNIOR";"JUNINHO PASSARINHO";"#NULO";-3;"#NE";-3;"#NE";2;"DEFERIDO";-1;"#NULO#";-1;"#NULO#";"PARTIDO ISOLADO";55;"PSD";"Partido Social Democrático";-1;"#NULO#";"#NULO#";"#NULO#";80001700035;"PARTIDO ISOLADO";"PSD";"N";56;"Válido";56;5;"SUPLENTE"
"26/08/2026";"02:17:09";2024;2;"Eleição Ordinária";1;619;"ELEIÇÕES MUNICIPAIS 2024";"06/10/2024";"M";"ES";"56057";"ALFREDO CHAVES";56057;"ALFREDO CHAVES";12;13;"Vereador";80001947334;55369;"DORLEI BRANDY NASCIMENTO";"DORLEY";"#NULO";-3;"#NE";-3;"#NE";2;"DEFERIDO";-1;"#NULO#";-1;"#NULO#";"PARTIDO ISOLADO";55;"PSD";"Partido Social Democrático";-1;"#NULO#";"#NULO#";"#NULO#";80001700035;"PARTIDO ISOLADO";"PSD";"N";4;"Válido";4;5;"SUPLENTE"
"26/08/2026";"02:17:09";2024;2;"Eleição Ordinária";1;619;"ELEIÇÕES MUNICIPAIS 2024";"06/10/2024";"M";"ES";"56057";"ALFREDO CHAVES";56057;"ALFREDO CHAVES";12;13;"Vereador";80001947339;55333;"BERENICE DA PENHA GALVAO PEREIRA";"BERENICE  GALVÃO";"#NULO";-3;"#NE";-3;"#NE";2;"DEFERIDO";-1;"#NULO#";-1;"#NULO#";"PARTIDO ISOLADO";55;"PSD";"Partido Social Democrático";-1;"#NULO#";"#NULO#";"#NULO#";80001700035;"PARTIDO ISOLADO";"PSD";"N";140;"Válido";140;5;"SUPLENTE"
"26/08/2026";"02:17:09";2024;2;"Eleição Ordinária";1;619;"ELEIÇÕES MUNICIPAIS 2024";"06/10/2024";"M";"ES";"56057";"ALFREDO CHAVES";56057;"ALFREDO CHAVES";12;13;"Vereador";80001947336;55222;"VALENTIN LUIZ MOROZINI";"MOROZINI";"#NULO";-3;"#NE";-3;"#NE";2;"DEFERIDO";-1;"#NULO#";-1;"#NULO#";"PARTIDO ISOLADO";55;"PSD";"Partido Social Democrático";-1;"#NULO#";"#NULO#";"#NULO#";80001700035;"PARTIDO ISOLADO";"PSD";"N";21;"Válido";21;5;"SUPLENTE"
"26/08/2026";"02:17:09";2024;2;"Eleição Ordinária";1;619;"ELEIÇÕES MUNICIPAIS 2024";"06/10/2024";"M";"ES";"56057";"ALFREDO CHAVES";56057;"ALFREDO CHAVES";12;13;"Vereador";80001947337;55123;"WILIAN DE FREITAS DO ROSARIO";"WILIAN FREITAS";"#NULO";-3;"#NE";-3;"#NE";2;"DEFERIDO";-1;"#NULO#";-1;"#NULO#";"PARTIDO ISOLADO";55;"PSD";"Partido Social Democrático";-1;"#NULO#";"#NULO#";"#NULO#";80001700035;"PARTIDO ISOLADO";"PSD";"N";44;"Válido";44;5;"SUPLENTE"
